,train_acc_0,train_acc_1,train_precision_0,train_precision_1,train_reccall_0,train_recall_1,train_fscore_0,train_fscore_1,train_mean_acc,train_mean_fscore,train_loss,train_true_negative,train_false_positive,train_false_negative,train_true_positive,val_acc_0,val_acc_1,val_precision_0,val_precision_1,val_reccall_0,val_recall_1,val_fscore_0,val_fscore_1,val_mean_acc,val_mean_fscore,val_loss,val_true_negative,val_false_positive,val_false_negative,val_true_positive
13,0.706,0.8079999999999998,0.8050828060828059,0.749116133866134,0.706,0.8079999999999998,0.736692332920964,0.7662360943374534,0.7569999999999999,0.7514642136292087,0.44540019989013674,353.0,147.0,96.0,404.0,0.5217391304347826,0.6666666666666666,0.75,0.42105263157894735,0.5217391304347826,0.6666666666666666,0.6153846153846153,0.5161290322580646,0.5942028985507246,0.56575682382134,3.8118016719818115,12.0,11.0,4.0,8.0
14,0.7559999999999999,0.7879999999999999,0.7925656010656011,0.7781616716616716,0.7559999999999999,0.7879999999999999,0.7650019380195044,0.7727398211486245,0.7719999999999999,0.7688708795840644,0.4165253829956055,378.0,122.0,106.0,394.0,0.391304347826087,0.75,0.75,0.391304347826087,0.391304347826087,0.75,0.5142857142857143,0.5142857142857143,0.5706521739130435,0.5142857142857143,3.8684709072113037,9.0,14.0,3.0,9.0
15,0.7980392156862743,0.8019607843137254,0.8143606393606391,0.812617364693489,0.7980392156862743,0.8019607843137254,0.7950406127518078,0.7983327056874943,0.7999999999999998,0.7966866592196511,0.3836051342534084,407.0,103.0,101.0,409.0,0.6086956521739131,0.5833333333333334,0.7368421052631579,0.4375,0.6086956521739131,0.5833333333333334,0.6666666666666666,0.5,0.5960144927536233,0.5833333333333333,1.106374740600586,14.0,9.0,5.0,7.0
16,0.7939999999999999,0.782,0.7980147630147628,0.8103382728382726,0.7939999999999999,0.782,0.7854964247400644,0.7844291125783924,0.788,0.7849627686592284,0.3872216033935547,397.0,103.0,109.0,391.0,0.6521739130434783,0.4166666666666667,0.6818181818181818,0.38461538461538464,0.6521739130434783,0.4166666666666667,0.6666666666666666,0.4,0.5344202898550725,0.5333333333333333,0.8555316925048828,15.0,8.0,7.0,5.0
17,0.772549019607843,0.8686274509803921,0.8664233370115724,0.8028586337409864,0.772549019607843,0.8686274509803921,0.8071834872736346,0.8287481569148009,0.8205882352941175,0.8179658220942178,0.3590870651544309,394.0,116.0,67.0,443.0,0.5652173913043478,0.5833333333333334,0.7222222222222222,0.4117647058823529,0.5652173913043478,0.5833333333333334,0.6341463414634146,0.4827586206896552,0.5742753623188406,0.5584524810765349,3.6500284671783447,13.0,10.0,5.0,7.0
18,0.796,0.8019999999999999,0.8232436452436451,0.8226040071040072,0.796,0.8019999999999999,0.7936657117878009,0.7941651719453574,0.7989999999999999,0.7939154418665791,0.3750655364990234,398.0,102.0,99.0,401.0,0.6521739130434783,0.5,0.7142857142857143,0.42857142857142855,0.6521739130434783,0.5,0.6818181818181819,0.4615384615384615,0.5760869565217391,0.5716783216783217,3.829763412475586,15.0,8.0,6.0,6.0
19,0.818,0.8459999999999995,0.8540997335997333,0.8359076479076477,0.818,0.8459999999999995,0.8273918643388285,0.8330672737023521,0.8319999999999997,0.8302295690205903,0.32656185150146483,409.0,91.0,77.0,423.0,0.6521739130434783,0.75,0.8333333333333334,0.5294117647058824,0.6521739130434783,0.75,0.7317073170731708,0.6206896551724139,0.7010869565217391,0.6761984861227923,3.8182430267333984,15.0,8.0,3.0,9.0
20,0.849019607843137,0.8098039215686271,0.8353893927423337,0.8598823289999757,0.849019607843137,0.8098039215686271,0.8314606518255965,0.8213745196693575,0.8294117647058821,0.8264175857474769,0.3098866331811045,433.0,77.0,97.0,413.0,0.43478260869565216,0.75,0.7692307692307693,0.4090909090909091,0.43478260869565216,0.75,0.5555555555555555,0.5294117647058824,0.592391304347826,0.5424836601307189,1.120497465133667,10.0,13.0,3.0,9.0
21,0.7979999999999998,0.8799999999999999,0.8797446442446443,0.8261354756354755,0.7979999999999998,0.8799999999999999,0.8281179181193313,0.8453202618263862,0.8389999999999999,0.8367190899728587,0.29363189697265624,399.0,101.0,60.0,440.0,0.5217391304347826,0.6666666666666666,0.75,0.42105263157894735,0.5217391304347826,0.6666666666666666,0.6153846153846153,0.5161290322580646,0.5942028985507246,0.56575682382134,0.9644868969917297,12.0,11.0,4.0,8.0
22,0.8490196078431368,0.8352941176470585,0.8522990625931799,0.8632225073401542,0.8490196078431368,0.8352941176470585,0.8403160636629631,0.8394180429728717,0.8421568627450977,0.8398670533179173,0.28841562832103057,433.0,77.0,84.0,426.0,0.43478260869565216,0.5833333333333334,0.6666666666666666,0.35,0.43478260869565216,0.5833333333333334,0.5263157894736841,0.4375,0.5090579710144928,0.48190789473684204,0.9368696808815002,10.0,13.0,5.0,7.0
23,0.8079999999999999,0.8919999999999995,0.8917424797424794,0.8357748362748358,0.8079999999999999,0.8919999999999995,0.8386742487855688,0.8567537037975856,0.8499999999999996,0.8477139762915773,0.29003957748413084,404.0,96.0,54.0,446.0,0.4782608695652174,0.5833333333333334,0.6875,0.3684210526315789,0.4782608695652174,0.5833333333333334,0.5641025641025642,0.4516129032258065,0.5307971014492754,0.5078577336641854,0.8598564267158508,11.0,12.0,5.0,7.0
24,0.8579999999999997,0.8239999999999996,0.8426618936618937,0.865748085248085,0.8579999999999997,0.8239999999999996,0.8423026445055517,0.835220239236392,0.8409999999999996,0.8387614418709719,0.2744440460205078,429.0,71.0,88.0,412.0,0.5217391304347826,0.6666666666666666,0.75,0.42105263157894735,0.5217391304347826,0.6666666666666666,0.6153846153846153,0.5161290322580646,0.5942028985507246,0.56575682382134,1.1116827726364136,12.0,11.0,4.0,8.0
25,0.850980392156862,0.8960784313725486,0.9046981885217176,0.8658095172801055,0.850980392156862,0.8960784313725486,0.870043907190067,0.8745834761037498,0.8735294117647053,0.8723136916469083,0.24501374188591452,434.0,76.0,53.0,457.0,0.6086956521739131,0.5833333333333334,0.7368421052631579,0.4375,0.6086956521739131,0.5833333333333334,0.6666666666666666,0.5,0.5960144927536233,0.5833333333333333,6.548719882965088,14.0,9.0,5.0,7.0
26,0.8519999999999998,0.8639999999999998,0.876030858030858,0.8686787656787655,0.8519999999999998,0.8639999999999998,0.8539679186146405,0.8580823334395815,0.8579999999999998,0.856025126027111,0.257452449798584,426.0,74.0,68.0,432.0,0.5217391304347826,0.5833333333333334,0.7058823529411765,0.3888888888888889,0.5217391304347826,0.5833333333333334,0.6,0.4666666666666666,0.552536231884058,0.5333333333333333,0.9795233607292175,12.0,11.0,5.0,7.0
27,0.8509803921568624,0.8529411764705876,0.8665109400403517,0.8641709597591949,0.8509803921568624,0.8529411764705876,0.8499202031959188,0.8502447484566442,0.851960784313725,0.8500824758262815,0.26487019482780905,434.0,76.0,75.0,435.0,0.5217391304347826,0.5,0.6666666666666666,0.35294117647058826,0.5217391304347826,0.5,0.5853658536585366,0.41379310344827586,0.5108695652173914,0.49957947855340623,6.4841837882995605,12.0,11.0,6.0,6.0
28,0.8979999999999997,0.8879999999999997,0.9005730380730378,0.9092099567099565,0.8979999999999997,0.8879999999999997,0.8919431668374993,0.8914383149418141,0.8929999999999997,0.8916907408896567,0.21682144165039063,449.0,51.0,56.0,444.0,0.6086956521739131,0.5833333333333334,0.7368421052631579,0.4375,0.6086956521739131,0.5833333333333334,0.6666666666666666,0.5,0.5960144927536233,0.5833333333333333,6.401954650878906,14.0,9.0,5.0,7.0
29,0.8599999999999999,0.8819999999999998,0.8931581196581194,0.8774685314685313,0.8599999999999999,0.8819999999999998,0.8675597922963649,0.8705807695243685,0.8709999999999998,0.8690702809103668,0.25539264678955076,430.0,70.0,59.0,441.0,0.6086956521739131,0.5,0.7,0.4,0.6086956521739131,0.5,0.6511627906976744,0.4444444444444445,0.5543478260869565,0.5478036175710594,3.6400229930877686,14.0,9.0,6.0,6.0
30,0.8882352941176467,0.86078431372549,0.8770611197081785,0.895828844358256,0.8882352941176467,0.86078431372549,0.8754303102940793,0.870598695920566,0.8745098039215684,0.8730145031073226,0.23438031065697765,453.0,57.0,71.0,439.0,0.5217391304347826,0.5833333333333334,0.7058823529411765,0.3888888888888889,0.5217391304347826,0.5833333333333334,0.6,0.4666666666666666,0.552536231884058,0.5333333333333333,3.7295920848846436,12.0,11.0,5.0,7.0
31,0.8879999999999997,0.8739999999999998,0.8904944499944496,0.9001725496725492,0.8879999999999997,0.8739999999999998,0.8804847108665248,0.8774458152861027,0.8809999999999998,0.8789652630763137,0.21970090866088868,444.0,56.0,63.0,437.0,0.4782608695652174,0.5833333333333334,0.6875,0.3684210526315789,0.4782608695652174,0.5833333333333334,0.5641025641025642,0.4516129032258065,0.5307971014492754,0.5078577336641854,0.968914270401001,11.0,12.0,5.0,7.0
32,0.880392156862745,0.8647058823529411,0.8828349210702151,0.8920351435057315,0.880392156862745,0.8647058823529411,0.8733060407369354,0.8683918619394057,0.872549019607843,0.8708489513381705,0.2337182923859241,449.0,61.0,69.0,441.0,0.43478260869565216,0.75,0.7692307692307693,0.4090909090909091,0.43478260869565216,0.75,0.5555555555555555,0.5294117647058824,0.592391304347826,0.5424836601307189,1.0734752416610718,10.0,13.0,3.0,9.0
33,0.8739999999999999,0.9119999999999997,0.921335664335664,0.8917866022866022,0.8739999999999999,0.9119999999999997,0.8884326436489577,0.8947955205381501,0.8929999999999998,0.8916140820935539,0.19801538467407226,437.0,63.0,44.0,456.0,0.6521739130434783,0.5,0.7142857142857143,0.42857142857142855,0.6521739130434783,0.5,0.6818181818181819,0.4615384615384615,0.5760869565217391,0.5716783216783217,6.431026935577393,15.0,8.0,6.0,6.0
34,0.866,0.9299999999999997,0.9343268953268951,0.8851632811632811,0.866,0.9299999999999997,0.8918977174393781,0.9015293121201046,0.8979999999999999,0.8967135147797414,0.19980777740478517,433.0,67.0,35.0,465.0,0.6086956521739131,0.5,0.7,0.4,0.6086956521739131,0.5,0.6511627906976744,0.4444444444444445,0.5543478260869565,0.5478036175710594,0.9091681241989136,14.0,9.0,6.0,6.0
35,0.9235294117647055,0.8941176470588235,0.9103679544856013,0.9318358656593948,0.9235294117647055,0.8941176470588235,0.9104439293226473,0.9048833593543114,0.9088235294117645,0.9076636443384793,0.18228650560566023,471.0,39.0,54.0,456.0,0.6521739130434783,0.4166666666666667,0.6818181818181818,0.38461538461538464,0.6521739130434783,0.4166666666666667,0.6666666666666666,0.4,0.5344202898550725,0.5333333333333333,6.417813777923584,15.0,8.0,7.0,5.0
36,0.8999999999999997,0.9039999999999998,0.9160370740370741,0.9077953157953157,0.8999999999999997,0.9039999999999998,0.902074486767177,0.8997785090875676,0.9019999999999997,0.9009264979273723,0.19313962936401366,450.0,50.0,48.0,452.0,0.5652173913043478,0.5,0.6842105263157895,0.375,0.5652173913043478,0.5,0.6190476190476191,0.42857142857142855,0.5326086956521738,0.5238095238095238,0.9028566479682922,13.0,10.0,6.0,6.0
37,0.8843137254901957,0.876470588235294,0.8898035515682574,0.8973659782483311,0.8843137254901957,0.876470588235294,0.8792758046505281,0.8785769495290209,0.8803921568627449,0.8789263770897745,0.20857767965279372,451.0,59.0,63.0,447.0,0.34782608695652173,0.6666666666666666,0.6666666666666666,0.34782608695652173,0.34782608695652173,0.6666666666666666,0.4571428571428571,0.4571428571428571,0.5072463768115942,0.4571428571428571,1.1220523118972778,8.0,15.0,4.0,8.0
38,0.9059999999999997,0.9099999999999996,0.9178961593961591,0.9137408702408699,0.9059999999999997,0.9099999999999996,0.9071898381153995,0.9074211068242561,0.9079999999999997,0.9073054724698278,0.18016094207763672,453.0,47.0,45.0,455.0,0.782608695652174,0.5,0.75,0.5454545454545454,0.782608695652174,0.5,0.7659574468085107,0.5217391304347826,0.6413043478260869,0.6438482886216467,3.6297290325164795,18.0,5.0,6.0,6.0
39,0.9039999999999998,0.9039999999999999,0.9132214452214452,0.9163760683760684,0.9039999999999998,0.9039999999999999,0.9019156215152304,0.9040083878222249,0.9039999999999999,0.9029620046687277,0.17932050704956054,452.0,48.0,48.0,452.0,0.43478260869565216,0.5,0.625,0.3157894736842105,0.43478260869565216,0.5,0.5128205128205128,0.3870967741935484,0.46739130434782605,0.4499586435070306,0.9569174647331238,10.0,13.0,6.0,6.0
40,0.9137254901960781,0.9137254901960781,0.9232090893855599,0.9235181485181485,0.9137254901960781,0.9137254901960781,0.9127179091512027,0.913154378439865,0.9137254901960781,0.9129361437955339,0.15741294038062,466.0,44.0,44.0,466.0,0.4782608695652174,0.5,0.6470588235294118,0.3333333333333333,0.4782608695652174,0.5,0.55,0.4,0.4891304347826087,0.47500000000000003,0.9721518158912659,11.0,12.0,6.0,6.0
41,0.9179999999999997,0.9039999999999998,0.9136312576312575,0.9266238206238202,0.9179999999999997,0.9039999999999998,0.910604476004395,0.9094483315550751,0.9109999999999998,0.910026403779735,0.17772680282592773,459.0,41.0,48.0,452.0,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.5561594202898551,0.5561594202898551,0.9012306928634644,16.0,7.0,7.0,5.0
42,0.9137254901960781,0.9078431372549016,0.9178006633888988,0.9201800922389154,0.9137254901960781,0.9078431372549016,0.9109163735762195,0.9087884573725037,0.9107843137254898,0.9098524154743616,0.1668401044957778,466.0,44.0,47.0,463.0,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.5561594202898551,0.5561594202898551,0.9103964567184448,16.0,7.0,7.0,5.0
43,0.8699999999999997,0.9159999999999998,0.9231155511155508,0.8902794982794984,0.8699999999999997,0.9159999999999998,0.8871772450190808,0.8957411705268745,0.8929999999999998,0.8914592077729777,0.18722625732421874,435.0,65.0,42.0,458.0,0.6086956521739131,0.4166666666666667,0.6666666666666666,0.35714285714285715,0.6086956521739131,0.4166666666666667,0.6363636363636365,0.3846153846153846,0.5126811594202899,0.5104895104895105,0.9213742017745972,14.0,9.0,7.0,5.0
44,0.9299999999999998,0.8959999999999995,0.9045462315462315,0.9360361305361303,0.9299999999999998,0.8959999999999995,0.9132707176761552,0.9115603812289769,0.9129999999999996,0.9124155494525661,0.16978742599487304,465.0,35.0,52.0,448.0,0.7391304347826086,0.3333333333333333,0.68,0.4,0.7391304347826086,0.3333333333333333,0.7083333333333334,0.3636363636363636,0.536231884057971,0.5359848484848485,6.350305080413818,17.0,6.0,8.0,4.0
45,0.9235294117647055,0.890196078431372,0.903720081661258,0.9293572984749452,0.9235294117647055,0.890196078431372,0.9079410207556654,0.903470088664042,0.9068627450980388,0.9057055547098537,0.15614774180393592,471.0,39.0,56.0,454.0,0.6521739130434783,0.4166666666666667,0.6818181818181818,0.38461538461538464,0.6521739130434783,0.4166666666666667,0.6666666666666666,0.4,0.5344202898550725,0.5333333333333333,0.8870565295219421,15.0,8.0,7.0,5.0
46,0.9099999999999998,0.9079999999999994,0.9151623931623931,0.9169106449106447,0.9099999999999998,0.9079999999999994,0.9084348579734224,0.908556606971198,0.9089999999999996,0.9084957324723102,0.16668340682983399,455.0,45.0,46.0,454.0,0.6086956521739131,0.4166666666666667,0.6666666666666666,0.35714285714285715,0.6086956521739131,0.4166666666666667,0.6363636363636365,0.3846153846153846,0.5126811594202899,0.5104895104895105,6.387210369110107,14.0,9.0,7.0,5.0
47,0.9333333333333331,0.9019607843137251,0.9134384678502323,0.9380429483370659,0.9333333333333331,0.9019607843137251,0.9190873908134559,0.9146562939009864,0.917647058823529,0.9168718423572211,0.1570094426472982,476.0,34.0,50.0,460.0,0.34782608695652173,0.5833333333333334,0.6153846153846154,0.3181818181818182,0.34782608695652173,0.5833333333333334,0.4444444444444444,0.4117647058823529,0.46557971014492755,0.42810457516339867,1.0630220174789429,8.0,15.0,5.0,7.0
48,0.9319999999999997,0.8959999999999997,0.9104927294927294,0.9338052503052501,0.9319999999999997,0.8959999999999997,0.9168322334550624,0.9094588238596171,0.9139999999999997,0.9131455286573398,0.16320205688476563,466.0,34.0,52.0,448.0,0.43478260869565216,0.5833333333333334,0.6666666666666666,0.35,0.43478260869565216,0.5833333333333334,0.5263157894736841,0.4375,0.5090579710144928,0.48190789473684204,0.9978812336921692,10.0,13.0,5.0,7.0
49,0.8979999999999998,0.9519999999999996,0.9527842712842708,0.9110512820512818,0.8979999999999998,0.9519999999999996,0.9205747702589803,0.9282194418853454,0.9249999999999997,0.9243971060721629,0.1418266201019287,449.0,51.0,24.0,476.0,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.5561594202898551,0.5561594202898551,3.667772054672241,16.0,7.0,7.0,5.0
50,0.9274509803921563,0.9235294117647056,0.932274479333303,0.9365632189161598,0.9274509803921563,0.9235294117647056,0.9240891723467951,0.9252384410215797,0.925490196078431,0.9246638066841875,0.14815879335590437,473.0,37.0,39.0,471.0,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.5561594202898551,0.5561594202898551,6.378598690032959,16.0,7.0,7.0,5.0
51,0.9199999999999997,0.8939999999999999,0.9073310023310021,0.9269741369741369,0.9199999999999997,0.8939999999999999,0.9080477505474139,0.9040549428286668,0.9069999999999998,0.9060513466880404,0.16880348205566406,460.0,40.0,53.0,447.0,0.5652173913043478,0.4166666666666667,0.65,0.3333333333333333,0.5652173913043478,0.4166666666666667,0.6046511627906976,0.3703703703703704,0.4909420289855072,0.48751076658053405,0.9212324023246765,13.0,10.0,7.0,5.0
52,0.9,0.9196078431372546,0.9287490287490285,0.9117203058379524,0.9,0.9196078431372546,0.9079866191198565,0.9095114604944914,0.9098039215686273,0.9087490398071739,0.14908842946968826,459.0,51.0,41.0,469.0,0.6521739130434783,0.4166666666666667,0.6818181818181818,0.38461538461538464,0.6521739130434783,0.4166666666666667,0.6666666666666666,0.4,0.5344202898550725,0.5333333333333333,0.9259726405143738,15.0,8.0,7.0,5.0
53,0.9239999999999996,0.9199999999999996,0.9271934731934728,0.9315491175491175,0.9239999999999996,0.9199999999999996,0.9211896289200096,0.9216348275944448,0.9219999999999996,0.9214122282572272,0.15013654708862303,462.0,38.0,40.0,460.0,0.5652173913043478,0.4166666666666667,0.65,0.3333333333333333,0.5652173913043478,0.4166666666666667,0.6046511627906976,0.3703703703703704,0.4909420289855072,0.48751076658053405,3.6384944915771484,13.0,10.0,7.0,5.0
54,0.9539999999999996,0.9199999999999996,0.9312785547785544,0.9589242424242425,0.9539999999999996,0.9199999999999996,0.9385069723055984,0.9340173338873022,0.9369999999999996,0.9362621530964503,0.13474370956420897,477.0,23.0,40.0,460.0,0.43478260869565216,0.5,0.625,0.3157894736842105,0.43478260869565216,0.5,0.5128205128205128,0.3870967741935484,0.46739130434782605,0.4499586435070306,0.9000175595283508,10.0,13.0,6.0,6.0
55,0.945098039215686,0.898039215686274,0.910986725692608,0.9529823118058413,0.945098039215686,0.898039215686274,0.9212430273011618,0.9193386995454406,0.92156862745098,0.9202908634233011,0.13806719873465745,482.0,28.0,52.0,458.0,0.5217391304347826,0.5,0.6666666666666666,0.35294117647058826,0.5217391304347826,0.5,0.5853658536585366,0.41379310344827586,0.5108695652173914,0.49957947855340623,0.8288474082946777,12.0,11.0,6.0,6.0
56,0.9399999999999997,0.9139999999999998,0.9243174048174043,0.946264069264069,0.9399999999999997,0.9139999999999998,0.9270447924818628,0.9252327431770149,0.9269999999999998,0.9261387678294388,0.13934290885925293,470.0,30.0,43.0,457.0,0.6086956521739131,0.3333333333333333,0.6363636363636364,0.3076923076923077,0.6086956521739131,0.3333333333333333,0.6222222222222223,0.32,0.47101449275362317,0.47111111111111115,3.6656394004821777,14.0,9.0,8.0,4.0
57,0.9352941176470588,0.9078431372549017,0.919366689954925,0.939365754071636,0.9352941176470588,0.9078431372549017,0.9231066208998473,0.9184718215614621,0.9215686274509802,0.9207892212306548,0.12938824821920955,477.0,33.0,47.0,463.0,0.5652173913043478,0.4166666666666667,0.65,0.3333333333333333,0.5652173913043478,0.4166666666666667,0.6046511627906976,0.3703703703703704,0.4909420289855072,0.48751076658053405,3.671360969543457,13.0,10.0,7.0,5.0
58,0.9439999999999996,0.9159999999999999,0.9263154623154622,0.950002886002886,0.9439999999999996,0.9159999999999999,0.9305458276785502,0.9281470878622577,0.9299999999999997,0.929346457770404,0.1387064552307129,472.0,28.0,42.0,458.0,0.4782608695652174,0.5,0.6470588235294118,0.3333333333333333,0.4782608695652174,0.5,0.55,0.4,0.4891304347826087,0.47500000000000003,0.8966150283813477,11.0,12.0,6.0,6.0
59,0.9159999999999998,0.9339999999999996,0.9399624819624816,0.9255369075369074,0.9159999999999998,0.9339999999999996,0.9227570798654382,0.9256045878860517,0.9249999999999997,0.9241808338757449,0.1436815929412842,458.0,42.0,33.0,467.0,0.6086956521739131,0.4166666666666667,0.6666666666666666,0.35714285714285715,0.6086956521739131,0.4166666666666667,0.6363636363636365,0.3846153846153846,0.5126811594202899,0.5104895104895105,0.9405869841575623,14.0,9.0,7.0,5.0
60,0.9392156862745097,0.8921568627450975,0.9068288465347288,0.9470356440944675,0.9392156862745097,0.8921568627450975,0.9165147790142836,0.9127841821609483,0.9156862745098036,0.914649480587616,0.1362473169962565,479.0,31.0,55.0,455.0,0.5217391304347826,0.4166666666666667,0.631578947368421,0.3125,0.5217391304347826,0.4166666666666667,0.5714285714285715,0.35714285714285715,0.4692028985507246,0.4642857142857143,6.4074883460998535,12.0,11.0,7.0,5.0
